name,detail_url,telefon,handy,fax,email,website,address,street,postal_code,city,district,categories
Firma Dallmayer Gebäudereinigung & Service GmbH,"https://www.hwk-muenchen.de/betriebe/dallmayer-gebaeudereinigung-service-gmbh-74,0,bdbdetail.html?id=225996",,,,,,"Dallmayer Gebäudereinigung & Service GmbH, Kopernikusstraße 23, 85609 Aschheim, Landkreis München",Kopernikusstraße 23,85609,Aschheim,Landkreis München,Gebäudereiniger
Firma Röggla GmbH,"https://www.hwk-muenchen.de/betriebe/roeggla-gmbh-74,0,bdbdetail.html?id=51133",089-6514281,,089-35747562,,,"Röggla GmbH, Lehnerweg 6, 82041 Oberhaching, (b München), Landkreis München",Lehnerweg 6,82041,Oberhaching,Landkreis München,"Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale); Bodenleger"
Firma Riedl Aufzugbau GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/riedl-aufzugbau-gmbh-co-kg-74,0,bdbdetail.html?id=77632",+4989 90001-0,,+4989 90001-61,ausbildung@riedl-aufzuege.de,http://www.riedl-aufzuege.de,"Riedl Aufzugbau GmbH &  Co. KG, Sonnenstraße 24, 85622 Feldkirchen, Landkreis München",Sonnenstraße 24,85622,Feldkirchen,Landkreis München,Metallbauer; Feinwerkmechaniker; Elektrotechniker
Firma A R T Gebäudereinigung GmbH,"https://www.hwk-muenchen.de/betriebe/a-r-t-gebaeudereinigung-gmbh-74,0,bdbdetail.html?id=172580",089 143 37254,,089 14337256,info@art-clean.de,http://www.art-clean.de,"A R T Gebäudereinigung GmbH, Von-Ruckteschell-Weg 12, 85221 Dachau, Landkreis Dachau",Von-Ruckteschell-Weg 12,85221,Dachau,Landkreis Dachau,Gebäudereiniger
Firma Autohaus Nur GmbH,"https://www.hwk-muenchen.de/betriebe/autohaus-nur-gmbh-74,0,bdbdetail.html?id=191838",08131 61200-0,,08131 61200-20,info@auto-nur.de,http://www.auto-nur.de,"Autohaus Nur GmbH, Münchner Straße 71, 85221 Dachau, Landkreis Dachau",Münchner Straße 71,85221,Dachau,Landkreis Dachau,Karosserie- und Fahrzeugbauer; Kraftfahrzeugtechniker
Firma Lorenz Kapfer GmbH,"https://www.hwk-muenchen.de/betriebe/lorenz-kapfer-gmbh-74,0,bdbdetail.html?id=31476",,,,,,"Lorenz Kapfer GmbH, Föhrenstr. 2, 82194 Gröbenzell, Landkreis Fürstenfeldbruck",Föhrenstr. 2,82194,Gröbenzell,Landkreis Fürstenfeldbruck,Spengler; Installateur und Heizungsbauer
Firma As-Wägetechnik GmbH,"https://www.hwk-muenchen.de/betriebe/as-waegetechnik-gmbh-74,0,bdbdetail.html?id=133919",089 36813980,0172 5209354,089 368139820,,,"As-Wägetechnik GmbH, Gutenbergstr. 25, 85748 Garching, (b München), Landkreis München",Gutenbergstr. 25,85748,Garching,Landkreis München,Feinwerkmechaniker
Firma Ka-Ce Glas- und Gebäude- Reinigungs GmbH,"https://www.hwk-muenchen.de/betriebe/ka-ce-glas-und-gebaeude-reinigungs-gmbh-74,0,bdbdetail.html?id=105686",,,,,,"Ka-Ce Glas- und Gebäude- Reinigungs GmbH, Richard-Wagner-Straße 29, 85540 Haar, (, Kr München), Landkreis München",Richard-Wagner-Straße 29,85540,Haar,Landkreis München,Gebäudereiniger; Bodenleger; Holz- und Bautenschützer (Mauerschutz und Holzimprägnierung in Gebäuden)
Firma Tiepolt & Hunzinger Schreinerei GmbH,"https://www.hwk-muenchen.de/betriebe/tiepolt-hunzinger-schreinerei-gmbh-74,0,bdbdetail.html?id=50859",08102 779339,,08102 779546,info@th-schreinerei.de,,"Tiepolt & Hunzinger Schreinerei GmbH, Dorfstraße 4 a, 85662 Hohenbrunn, Landkreis München",Dorfstraße 4 a,85662,Hohenbrunn,Landkreis München,Schreiner
Firma Bauunternehmung Josef Artmann Gmbh(Maurerei),"https://www.hwk-muenchen.de/betriebe/bauunternehmung-josef-artmann-gmbhmaurerei-74,0,bdbdetail.html?id=97049",089 8501574,,08105 775591,k.sauermueller@maxi-dsl.de,,"Bauunternehmung Josef Artmann Gmbh(Maurerei), Ringstr. 39, 82131 Gauting, Landkreis Starnberg",Ringstr. 39,82131,Gauting,Landkreis Starnberg,Maurer und Betonbauer
Firma Sell GmbH,"https://www.hwk-muenchen.de/betriebe/sell-gmbh-74,0,bdbdetail.html?id=143285",089 90119758-0,,089 90119758-520,info@sell.gmbh,http://www.sell.gmbh,"Sell GmbH, Kreuzstraße 11, 85622 Feldkirchen, (, Kr München), Landkreis München",Kreuzstraße 11,85622,Feldkirchen,Landkreis München,Installateur und Heizungsbauer
Firma Autohaus Sternpark GmbH,"https://www.hwk-muenchen.de/betriebe/autohaus-sternpark-gmbh-74,0,bdbdetail.html?id=357576",089 909398-0,,089 909398-30,,http://www.sternpark.de,"Autohaus Sternpark GmbH, Otto-Lilienthal-Ring 18 - 20, 85622 Feldkirchen, (, Kr München), Landkreis München",Otto-Lilienthal-Ring 18 - 20,85622,Feldkirchen,Landkreis München,Kraftfahrzeugtechniker
Firma T. Schieweck - Max Funke Heizung GmbH,"https://www.hwk-muenchen.de/betriebe/t-schieweck-max-funke-heizung-gmbh-74,0,bdbdetail.html?id=84063",+49895893970,,,haustechnik@schieweck-gmbh.de,http://www.schieweck-gmbh.de,"T. Schieweck - Max Funke Heizung GmbH, Hermann-Oberth-Straße 31 d, 85640 Putzbrunn, Landkreis München",Hermann-Oberth-Straße 31 d,85640,Putzbrunn,Landkreis München,"Ofen- und Luftheizungsbauer; Steinmetzen und Steinbildhauer (Steinmetzen-u.Steinbildhauerhandwerk,; beschränkt auf Schleifen, Polieren und; Imprägnieren von Natursteinböden); Installateur und Heizungsbauer"
Firma BAGAR Werbung + Design GmbH,"https://www.hwk-muenchen.de/betriebe/bagar-werbung-design-gmbh-74,0,bdbdetail.html?id=383101",,,,,,"BAGAR Werbung + Design GmbH, Carl-von-Linde-Straße 4 b, 85748 Garching, (b München), Landkreis München",Carl-von-Linde-Straße 4 b,85748,Garching,Landkreis München,Schilder- und Lichtreklamehersteller
Firma Team Diel GmbH,"https://www.hwk-muenchen.de/betriebe/team-diel-gmbh-74,0,bdbdetail.html?id=188505",,,,,,"Team Diel GmbH, Wagenberger Str. 1, 85662 Hohenbrunn, Landkreis München",Wagenberger Str. 1,85662,Hohenbrunn,Landkreis München,Kraftfahrzeugtechniker; Zweiradmechaniker (beschränkt auf die Reparatur von Fahrrädern;)
Firma Thorn Abwassertechnik GmbH,"https://www.hwk-muenchen.de/betriebe/thorn-abwassertechnik-gmbh-74,0,bdbdetail.html?id=40684",089 3294400,,089 32944022,Sylvia.Berdzinski@thorn-abwassertechnik.de,,"Thorn Abwassertechnik GmbH, Carl-Zeiss-Straße 6, 85748 Garching, (b München), Landkreis München",Carl-Zeiss-Straße 6,85748,Garching,Landkreis München,Rohr- und Kanalreiniger
Firma Jann GmbH,"https://www.hwk-muenchen.de/betriebe/jann-gmbh-74,0,bdbdetail.html?id=116033",08131 735335,,08131 80010,info@jann-haustechnik.de,http://www.jann-haustechnik.de,"Jann GmbH, Hermann-Stockmannstr. 42, 85221 Dachau, Landkreis Dachau",Hermann-Stockmannstr. 42,85221,Dachau,Landkreis Dachau,Installateur und Heizungsbauer
Firma Fliesen Thaller GmbH,"https://www.hwk-muenchen.de/betriebe/fliesen-thaller-gmbh-74,0,bdbdetail.html?id=155292",089 78078947,0176 63273754,089 78078948,,,"Fliesen Thaller GmbH, Am Englischen Garten 6, 85737 Ismaning, Landkreis München",Fliesen Thaller GmbH,85737,Ismaning,Landkreis München,"Ofen- und Luftheizungsbauer; Fliesen-, Platten- und Mosaikleger"
Firma Egid Schulz GmbH,"https://www.hwk-muenchen.de/betriebe/egid-schulz-gmbh-74,0,bdbdetail.html?id=102620",08102 74210,,08102 742120,e.schulz@autohaus-hohenbrunn.com,http://www.autohaus-hohenbrunn.com,"Egid Schulz GmbH, Grasbrunner Weg 3, 85662 Hohenbrunn, Landkreis München",Grasbrunner Weg 3,85662,Hohenbrunn,Landkreis München,Kraftfahrzeugtechniker; Land- und Baumaschinenmechatroniker
Firma AGK Truck & Bus GmbH Bayern,"https://www.hwk-muenchen.de/betriebe/agk-truck-bus-gmbh-bayern-74,0,bdbdetail.html?id=220255",,,,,,"AGK Truck & Bus GmbH Bayern, Otto-Lilienthal-Ring 3, 85622 Feldkirchen, (, Kr München), Landkreis München",Otto-Lilienthal-Ring 3,85622,Feldkirchen,Landkreis München,Kraftfahrzeugtechniker
Firma Optik Drickl Ismaning GmbH,"https://www.hwk-muenchen.de/betriebe/optik-drickl-ismaning-gmbh-74,0,bdbdetail.html?id=184713",089 967677,,089 963808,ism@optik-drickl.de,http://www.optik-drickl.de,"Optik Drickl Ismaning GmbH, Bahnhofstr. 22, 85737 Ismaning, Landkreis München",Bahnhofstr. 22,85737,Ismaning,Landkreis München,Augenoptiker
Firma Tiefenbach Spenglerei und Bedachungen GmbH,"https://www.hwk-muenchen.de/betriebe/tiefenbach-spenglerei-und-bedachungen-gmbh-74,0,bdbdetail.html?id=97752",08131 85829,,08131 84948,,,"Tiefenbach Spenglerei und Bedachungen GmbH, Am Tiefen Graben 2, 85757 Karlsfeld, (b München), Landkreis Dachau",Tiefenbach Spenglerei und Bedachungen GmbH,85757,Karlsfeld,Landkreis Dachau,Dachdecker; Spengler
Firma Olvermann GmbH & Co.KG lBauspengerei-Bedachungen,"https://www.hwk-muenchen.de/betriebe/olvermann-gmbh-co-kg-lbauspengerei-bedachungen-74,0,bdbdetail.html?id=73507",089 3267540,0172 9098401,089 32675432,dach@olvermann.de,http://www.olvermann.de,"Olvermann GmbH & Co.KG lBauspengerei-Bedachungen, Daimlerstraße 20, 85748 Garching, Landkreis München",Daimlerstraße 20,85748,Garching,Landkreis München,Dachdecker; Spengler
Firma Erich Schnauder GmbH,"https://www.hwk-muenchen.de/betriebe/erich-schnauder-gmbh-74,0,bdbdetail.html?id=18209",089 4520845-0,,089 4520845-30,info@schnauder-gmbh.de,http://www.schnauder-gmbh.de,"Erich Schnauder GmbH, Otto-Lilienthal-Ring 5, 85622 Feldkirchen, (, Kr München), Landkreis München",Otto-Lilienthal-Ring 5,85622,Feldkirchen,Landkreis München,Feinwerkmechaniker; Feinoptiker
Firma Daimler Buses GmbH,"https://www.hwk-muenchen.de/betriebe/daimler-buses-gmbh-74,0,bdbdetail.html?id=60327",089-3295550,,089 32955519,,http://www.muenchen.omniplus.com,"Daimler Buses GmbH, Daimlerstraße 7 - 9, 85748 Garching, Landkreis München",Daimlerstraße 7 - 9,85748,Garching,Landkreis München,Kraftfahrzeugtechniker
Firma Kawamotor Motorradvertrieb GmbH,"https://www.hwk-muenchen.de/betriebe/kawamotor-motorradvertrieb-gmbh-74,0,bdbdetail.html?id=115758",089 302080,,089 3085425,info@kawamotor.de,http://www.kawamotor.de,"Kawamotor Motorradvertrieb GmbH, Schleißheimer Straße 112, 85748 Garching, (b München), Landkreis München",Schleißheimer Straße 112,85748,Garching,Landkreis München,Kraftfahrzeugtechniker; Zweiradmechaniker (beschränkt Krafträder)
Firma Omexom Frankenluk GmbH,"https://www.hwk-muenchen.de/betriebe/omexom-frankenluk-gmbh-74,0,bdbdetail.html?id=36342",089 306686-47,0179 6898048,089 306686-40,,http://www.frankenluk.de,"Omexom Frankenluk GmbH, Carl-von-Linde-Straße 17, 85748 Garching, (b München), Landkreis München",Carl-von-Linde-Straße 17,85748,Garching,Landkreis München,Elektrotechniker
Firma Hörgeräte Seifert GmbH,"https://www.hwk-muenchen.de/betriebe/hoergeraete-seifert-gmbh-74,0,bdbdetail.html?id=154741",,,,,,"Hörgeräte Seifert GmbH, Bahnhofstraße 15, 85737 Ismaning, Landkreis München",Bahnhofstraße 15,85737,Ismaning,Landkreis München,Hörakustiker
Firma Zeppelin Baumaschinen GmbH,"https://www.hwk-muenchen.de/betriebe/zeppelin-baumaschinen-gmbh-74,0,bdbdetail.html?id=120577",089 32000214,0171 2349602,089 32000238,zeppelin@zeppelin.com,http://www.zeppelin.de,"Zeppelin Baumaschinen GmbH, Graf-Zeppelin-Platz 2, 85748 Garching, (b München), Landkreis München",Graf-Zeppelin-Platz 2,85748,Garching,Landkreis München,Land- und Baumaschinenmechatroniker
Firma Yazar GmbH,"https://www.hwk-muenchen.de/betriebe/yazar-gmbh-74,0,bdbdetail.html?id=102579",089 320 48 70,,,,,"Yazar GmbH, Carl-von-Linde-Straße 31, 85748 Garching, (b München), Landkreis München",Carl-von-Linde-Straße 31,85748,Garching,Landkreis München,Maler und Lackierer; Stuckateur; Raumausstatter (Die Eintragung fuer das; Raumausstatterhandwerk; ist beschraenkt auf das; Renovieren und Neugestal-; ten von Oberflaechen in; Innenraeumen)
Firma HIT Frische GmbH & Co.KG,"https://www.hwk-muenchen.de/betriebe/hit-frische-gmbh-co-kg-74,0,bdbdetail.html?id=31727",,,,,,"HIT Frische GmbH & Co.KG, Mittenheimer Straße 62, 85764 Oberschleißheim, Landkreis München",Mittenheimer Straße 62,85764,Oberschleißheim,Landkreis München,Metzger
Firma OS Feinmechanik GmbH,"https://www.hwk-muenchen.de/betriebe/os-feinmechanik-gmbh-74,0,bdbdetail.html?id=177620",,,,,,"OS Feinmechanik GmbH, Eschenrieder Str. 31, 85221 Dachau, Landkreis Dachau",Eschenrieder Str. 31,85221,Dachau,Landkreis Dachau,Feinwerkmechaniker
Firma Florian Schmid GmbH,"https://www.hwk-muenchen.de/betriebe/florian-schmid-gmbh-74,0,bdbdetail.html?id=207602",089 94387887,,089 94381858,info@fs-schmid.de,,"Florian Schmid GmbH, Otto-Lilienthal-Ring 8, 85622 Feldkirchen, (, Kr München), Landkreis München",Otto-Lilienthal-Ring 8,85622,Feldkirchen,Landkreis München,Installateur und Heizungsbauer
Firma Dental GmbH Huber + Giesbrecht,"https://www.hwk-muenchen.de/betriebe/dental-gmbh-huber-giesbrecht-74,0,bdbdetail.html?id=97246",08131 55322,,08131 55216,huber.giesbrecht@yahoo.de,,"Dental GmbH Huber + Giesbrecht, Münchnerstr. 66 a, 85221 Dachau, Landkreis Dachau",Münchnerstr. 66 a,85221,Dachau,Landkreis Dachau,Zahntechniker
Firma Rudi Richter GmbH Fachhandel für Türen und Fenster,"https://www.hwk-muenchen.de/betriebe/rudi-richter-gmbh-fachhandel-fuer-tueren-und-fenster-74,0,bdbdetail.html?id=125469",08131 665305,0171 7843329,08131 665307,richter.dachau@t-online.de,http://www.bauelemente-richter.de,"Rudi Richter GmbH Fachhandel für Türen und Fenster, Gündinger Straße 4, 85221 Dachau, Landkreis Dachau",Gündinger Straße 4,85221,Dachau,Landkreis Dachau,"Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma Kilian Autoservice GmbH,"https://www.hwk-muenchen.de/betriebe/kilian-autoservice-gmbh-74,0,bdbdetail.html?id=178244",,,,,,"Kilian Autoservice GmbH, Schleißheimer Straße 100, 85748 Garching, (b München), Landkreis München",Schleißheimer Straße 100,85748,Garching,Landkreis München,Kraftfahrzeugtechniker
Firma K & K Gebäudeservice GmbH,"https://www.hwk-muenchen.de/betriebe/k-k-gebaeudeservice-gmbh-74,0,bdbdetail.html?id=120410",08131 275913,0177 3090523,08131 375909,k.kosik@KundK-service.de,,"K & K Gebäudeservice GmbH, Prinz-Adalbert-Straße 4 b, 85221 Dachau, Landkreis Dachau",Prinz-Adalbert-Straße 4 b,85221,Dachau,Landkreis Dachau,Gebäudereiniger
Firma Elektro Kaplonski GmbH,"https://www.hwk-muenchen.de/betriebe/elektro-kaplonski-gmbh-74,0,bdbdetail.html?id=142946",089-5380291,,089-534973,,,"Elektro Kaplonski GmbH, Bruckmannring 7, 85764 Oberschleißheim, Landkreis München",Bruckmannring 7,85764,Oberschleißheim,Landkreis München,Elektrotechniker
Firma Abt Wasser- und Umwelttechnik GmbH,"https://www.hwk-muenchen.de/betriebe/abt-wasser-und-umwelttechnik-gmbh-74,0,bdbdetail.html?id=143894",+49895203177-700,+491717298328,+49895203177-800,info@abt-wut.de,http://www.abt-wut.de,"Abt Wasser- und Umwelttechnik GmbH, Bruckmannring 1, 85764 Oberschleißheim, Landkreis München",Bruckmannring 1,85764,Oberschleißheim,Landkreis München,Straßenbauer; Brunnenbauer; Elektrotechniker (beschränkt auf die Montage von Kabelmuffen und Hausanschlüssen sowie auf die Tätigkeit als Betriebsleiter in Arbeitnehmer-Eigenschaft)
Firma Autohaus Brunner GmbH,"https://www.hwk-muenchen.de/betriebe/autohaus-brunner-gmbh-74,0,bdbdetail.html?id=115713",08151 971350,,08151 9713529,info@autohaus-brunner.de,http://www.autohaus-brunner.de,"Autohaus Brunner GmbH, Brandleitenweg 1, 82319 Starnberg-Wangen, Landkreis Starnberg",Brandleitenweg 1,82319,Starnberg-Wangen,Landkreis Starnberg,Kraftfahrzeugtechniker
Firma Gruma Fördertechnik GmbH,"https://www.hwk-muenchen.de/betriebe/gruma-foerdertechnik-gmbh-74,0,bdbdetail.html?id=14021",089 32939 90,,,garching@gruma.de,,"Gruma Fördertechnik GmbH, Daimlerstraße 4, 85748 Garching, (b München), Landkreis München",Daimlerstraße 4,85748,Garching,Landkreis München,Kraftfahrzeugtechniker; Land- und Baumaschinenmechatroniker
Firma IR - Feinwerktechnik und Gerätebau GmbH,"https://www.hwk-muenchen.de/betriebe/ir-feinwerktechnik-und-geraetebau-gmbh-74,0,bdbdetail.html?id=110232",089 3292156,,089 3292306,ir@irgarching.de,http://www.irgarching.de,"IR - Feinwerktechnik und Gerätebau GmbH, Schleißheimer Straße 92, 85748 Garching, Landkreis München",Schleißheimer Straße 92,85748,Garching,Landkreis München,Feinwerkmechaniker
Firma F.X. Peteranderl GmbH Bauunternehmung,"https://www.hwk-muenchen.de/betriebe/f-x-peteranderl-gmbh-bauunternehmung-74,0,bdbdetail.html?id=4356",089 3202003,0160 3713921,089 3207517,info@peteranderl-bau.de,,"F.X. Peteranderl GmbH Bauunternehmung, Schleißheimer Straße 84, 85748 Garching, (b München), Landkreis München",Schleißheimer Straße 84,85748,Garching,Landkreis München,Maurer und Betonbauer
Firma Roggermaier GmbH,"https://www.hwk-muenchen.de/betriebe/roggermaier-gmbh-74,0,bdbdetail.html?id=55186",,,,,,"Roggermaier GmbH, Eichendorffstraße 25, 85609 Aschheim, Landkreis München",Eichendorffstraße 25,85609,Aschheim,Landkreis München,Feinwerkmechaniker
Firma Glas Oswald GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/glas-oswald-gmbh-co-kg-74,0,bdbdetail.html?id=232754",089 9280940,,089 92809440,office@oswald.de,http://glasoswald.de,"Glas Oswald GmbH & Co. KG, Mittenheimer Straße 74, 85764 Oberschleißheim, Landkreis München",Mittenheimer Straße 74,85764,Oberschleißheim,Landkreis München,Glaser
Firma Lukas Schneider GmbH,"https://www.hwk-muenchen.de/betriebe/lukas-schneider-gmbh-74,0,bdbdetail.html?id=411087",,0162 9468091,,info@schneider-dachdeckerei.de,http://www.schneider-dachdeckerei.de,"Lukas Schneider GmbH, Dr.-Schmitt-Straße 3, 85737 Ismaning, Landkreis München",Dr.-Schmitt-Straße 3,85737,Ismaning,Landkreis München,Dachdecker; Spengler
Firma Glas Kraft Metallbau u. Automatik-Tür GmbH,"https://www.hwk-muenchen.de/betriebe/glas-kraft-metallbau-u-automatik-tuer-gmbh-74,0,bdbdetail.html?id=111560",089 1678100,,089 16781050,service@glaskraft.de,http://www.glaskraft.de,"Glas Kraft Metallbau u. Automatik-Tür GmbH, Salzstraße 8, 85622 Feldkirchen, (, Kr München), Landkreis München",Salzstraße 8,85622,Feldkirchen,Landkreis München,Metallbauer; Glaser
Firma STRABAG BMTI GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/strabag-bmti-gmbh-co-kg-74,0,bdbdetail.html?id=301956",089 329090-0,0173 3739236,089 329090-61,peter.maus@bauholding.com,,"STRABAG BMTI GmbH & Co. KG, Robert-Bosch-Straße 10, 85748 Garching, (b München), Landkreis München",Robert-Bosch-Straße 10,85748,Garching,Landkreis München,Elektrotechniker
Firma Birklbauer GmbH,"https://www.hwk-muenchen.de/betriebe/birklbauer-gmbh-74,0,bdbdetail.html?id=65444",089 46200886,0171 6400037,089 94465695,anfrage@solar-mende.de,http://www.solar-mende.de,"Birklbauer GmbH, Hohenlindnerstraße 46, 85622 Feldkirchen, (, Kr München), Landkreis München",Hohenlindnerstraße 46,85622,Feldkirchen,Landkreis München,Installateur und Heizungsbauer; Maurer und Betonbauer; Maler und Lackierer; Stuckateur
Firma Lutter & Schaffler GmbH,"https://www.hwk-muenchen.de/betriebe/lutter-schaffler-gmbh-74,0,bdbdetail.html?id=41662",089-998293690,0171-6766706,,info@lutter-schaffler.de,http://www.lutter-schaffler.de,"Lutter & Schaffler GmbH, Zeppelinstraße 27, 85748 Garching, (b München), Landkreis München",Zeppelinstraße 27,85748,Garching,Landkreis München,Karosserie- und Fahrzeugbauer
Firma Mathias Detterbeck Gerüstbau GmbH,"https://www.hwk-muenchen.de/betriebe/mathias-detterbeck-geruestbau-gmbh-74,0,bdbdetail.html?id=74598",089 932155,,089 9303985,,http://www.geruestbau-detterbeck.de,"Mathias Detterbeck Gerüstbau GmbH, Eichendorffstraße 29, 85609 Aschheim, Landkreis München",Eichendorffstraße 29,85609,Aschheim,Landkreis München,Gerüstbauer
Firma C. Haushahn GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/c-haushahn-gmbh-co-kg-74,0,bdbdetail.html?id=69893",089 329458-15,,089 329458-50,,,"C. Haushahn GmbH & Co. KG, Robert-Bosch-Straße 21, 85748 Garching, Landkreis München",Robert-Bosch-Straße 21,85748,Garching,Landkreis München,Elektromaschinenbauer; Elektrotechniker
Firma Dietmar Hauke GmbH,"https://www.hwk-muenchen.de/betriebe/dietmar-hauke-gmbh-74,0,bdbdetail.html?id=77642",08178 3140,,08178 4624,hauke@jhauke-maler.de,,"Dietmar Hauke GmbH, Münchner Straße 55, 82069 Hohenschäftlarn, Landkreis München",Münchner Straße 55,82069,Hohenschäftlarn,Landkreis München,Maler und Lackierer
Firma Schwarzbau GmbH,"https://www.hwk-muenchen.de/betriebe/schwarzbau-gmbh-74,0,bdbdetail.html?id=386159",+498921528266,,,info@schwarzbau.gmbh,https://schwarzbau.gmbh/,"Schwarzbau GmbH, Zeppelinstraße 15, 85748 Garching, (b München), Landkreis München",Zeppelinstraße 15,85748,Garching,Landkreis München,Maler und Lackierer (- ausgenommen Kfz-Lackierungen); Bodenleger
Firma Solar24 GmbH,"https://www.hwk-muenchen.de/betriebe/solar24-gmbh-74,0,bdbdetail.html?id=399452",+49 89 215 36 961,,,info@solar24.gmbh,https://solar24.gmbh,"Solar24 GmbH, Zeppelinstraße 15, 85748 Garching, (b München), Landkreis München",Zeppelinstraße 15,85748,Garching,Landkreis München,Elektrotechniker
